,year,month,metro,city,houseCnt,powerUsage,bill
0,2013,05,서울특별시,중구,61652,211.55,26835
1,2013,05,서울특별시,용산구,115636,227.71,32179
2,2013,05,서울특별시,광진구,167472,200.41,24371
3,2013,05,서울특별시,중랑구,172540,213.22,24754
4,2013,05,서울특별시,양천구,177707,243.22,29801
5,2013,05,서울특별시,송파구,249540,236.96,30279
6,2013,05,서울특별시,금천구,108221,199.33,22020
7,2013,05,서울특별시,성동구,126022,228.94,26820
8,2013,05,서울특별시,은평구,200737,221.36,27181
9,2013,05,서울특별시,구로구,178807,219.95,25463
10,2013,05,서울특별시,동대문구,169701,201.63,23552
11,2013,05,서울특별시,성북구,199196,221.3,27842
12,2013,05,서울특별시,도봉구,137271,235.91,27536
13,2013,05,서울특별시,마포구,172352,206.96,24681
14,2013,05,서울특별시,동작구,177734,202.83,24067
15,2013,05,서울특별시,관악구,260231,185.61,20386
16,2013,05,서울특별시,강남구,238588,240.33,33987
17,2013,05,서울특별시,강동구,184658,223.41,26852
18,2013,05,서울특별시,종로구,80270,199.92,27287
19,2013,05,서울특별시,강북구,143113,211.81,24600
20,2013,05,서울특별시,서대문구,139529,212.86,25361
21,2013,05,서울특별시,강서구,228814,216.78,25743
22,2013,05,서울특별시,영등포구,176988,210.71,25086
23,2013,05,서울특별시,노원구,215112,237.5,25891
24,2013,05,서울특별시,서초구,166296,256.98,38340
0,2013,05,부산광역시,서구,58603,193.29,22596
1,2013,05,부산광역시,영도구,62312,215.48,24697
2,2013,05,부산광역시,중구,26928,171.97,19823
3,2013,05,부산광역시,부산진구,180123,218.58,24867
4,2013,05,부산광역시,해운대구,175503,253.34,31333
5,2013,05,부산광역시,수영구,79655,219.82,25931
6,2013,05,부산광역시,사하구,146019,222.98,25110
7,2013,05,부산광역시,사상구,102814,224.35,24552
8,2013,05,부산광역시,남구,132352,224.39,26396
9,2013,05,부산광역시,북구,120315,245.4,26935
10,2013,05,부산광역시,동구,47959,193.57,22331
11,2013,05,부산광역시,동래구,113579,233.85,28284
12,2013,05,부산광역시,금정구,115848,216.54,25832
13,2013,05,부산광역시,강서구,29432,217.86,26927
14,2013,05,부산광역시,연제구,89547,232.92,27511
15,2013,05,부산광역시,기장군,37120,210.68,24621
0,2013,05,대구광역시,북구,185104,226.18,24846
1,2013,05,대구광역시,수성구,182363,243.43,29630
2,2013,05,대구광역시,서구,101718,196.39,21886
3,2013,05,대구광역시,동구,150193,214.04,23888
4,2013,05,대구광역시,달성군,64477,222.19,24195
5,2013,05,대구광역시,중구,42821,174.16,20059
6,2013,05,대구광역시,남구,89093,185.45,20725
7,2013,05,대구광역시,달서구,250109,225.98,25187
0,2013,05,인천광역시,동구,11569,303.38,34038
1,2013,05,인천광역시,연수구,72173,274.18,33410
2,2013,05,인천광역시,옹진군,4026,159.7,19974
3,2013,05,인천광역시,부평구,87360,280.7,31775
4,2013,05,인천광역시,서구,90707,294.63,35711
5,2013,05,인천광역시,중구,24100,238.78,24315
6,2013,05,인천광역시,남구,37606,297.95,35418
7,2013,05,인천광역시,계양구,51646,277.08,31280
8,2013,05,인천광역시,남동구,97849,269.96,32146
9,2013,05,인천광역시,강화군,1509,302.69,32048
0,2013,05,광주광역시,북구,200562,217.83,24202
1,2013,05,광주광역시,광산구,158113,232.59,26589
2,2013,05,광주광역시,서구,137505,232.32,26647
3,2013,05,광주광역시,남구,93237,230.07,26623
4,2013,05,광주광역시,동구,55376,185.78,21608
0,2013,05,대전광역시,대덕구,91452,210.87,23047
1,2013,05,대전광역시,중구,114162,216.44,24144
2,2013,05,대전광역시,동구,126074,197.08,21191
3,2013,05,대전광역시,서구,218688,215.44,23381
4,2013,05,대전광역시,유성구,136266,212.73,23919
0,2013,05,울산광역시,중구,97213,228.41,27257
1,2013,05,울산광역시,북구,68740,254.13,28957
2,2013,05,울산광역시,울주군,93926,211.04,23075
3,2013,05,울산광역시,남구,150605,227.53,26490
4,2013,05,울산광역시,동구,72255,232.8,26722
0,2013,05,경기도,과천시,24039,231.05,27086
1,2013,05,경기도,구리시,69522,239.85,28245
2,2013,05,경기도,군포시,105342,226.91,26334
3,2013,05,경기도,가평군,29459,187.86,23093
4,2013,05,경기도,안성시,85296,205.55,22748
5,2013,05,경기도,성남시 중원구,105833,209.54,24005
6,2013,05,경기도,성남시 분당구,179432,247.52,32350
7,2013,05,경기도,수원시 영통구,118328,220.58,25361
8,2013,05,경기도,용인시 수지구,113465,270.23,35972
9,2013,05,경기도,하남시,51316,249.0,30247
10,2013,05,경기도,화성시,208402,227.71,27115
11,2013,05,경기도,안양시 만안구,99681,224.47,26069
12,2013,05,경기도,고양시 일산동구,109855,248.22,31419
13,2013,05,경기도,안산시 상록구,167599,203.74,23353
14,2013,05,경기도,시흥시,73519,296.79,32543
15,2013,05,경기도,여주시,48099,208.34,24246
16,2013,05,경기도,연천군,20644,191.97,22607
17,2013,05,경기도,포천시,65734,210.37,24580
18,2013,05,경기도,안산시 단원구,151273,205.34,22919
19,2013,05,경기도,부천시 소사구,29849,310.22,36541
20,2013,05,경기도,오산시,87897,217.6,24125
21,2013,05,경기도,용인시 처인구,88774,208.49,25120
22,2013,05,경기도,부천시 원미구,82022,274.94,33563
23,2013,05,경기도,성남시 수정구,106496,190.21,21441
24,2013,05,경기도,고양시 덕양구,145097,231.2,26981
25,2013,05,경기도,용인시 기흥구,139582,251.51,32016
26,2013,05,경기도,의왕시,57255,242.02,28552
27,2013,05,경기도,남양주시,216542,255.53,31295
28,2013,05,경기도,양주시,66549,244.95,28132
29,2013,05,경기도,김포시,76858,285.78,34418
30,2013,05,경기도,의정부시,164634,238.04,27138
31,2013,05,경기도,평택시,203700,208.11,23776
32,2013,05,경기도,광주시,116093,227.24,28644
33,2013,05,경기도,수원시 장안구,120420,215.12,24647
34,2013,05,경기도,고양시 일산서구,104637,247.02,30138
35,2013,05,경기도,파주시,154642,237.81,28481
36,2013,05,경기도,부천시 오정구,8093,319.47,37918
37,2013,05,경기도,광명시,126107,237.21,26880
38,2013,05,경기도,동두천시,43096,227.46,25632
39,2013,05,경기도,양평군,46924,203.63,26030
40,2013,05,경기도,이천시,83217,217.76,25201
41,2013,05,경기도,수원시 권선구,138102,221.78,25702
42,2013,05,경기도,수원시 팔달구,98748,198.38,22875
43,2013,05,경기도,안양시 동안구,128260,235.1,28024
0,2013,05,강원도,횡성군,22235,186.33,21479
1,2013,05,강원도,영월군,20263,187.3,21653
2,2013,05,강원도,정선군,20452,183.79,21066
3,2013,05,강원도,화천군,11111,187.35,21799
4,2013,05,강원도,양양군,16145,170.93,19841
5,2013,05,강원도,춘천시,129853,211.71,24030
6,2013,05,강원도,홍천군,34837,190.91,21995
7,2013,05,강원도,철원군,21123,207.65,25428
8,2013,05,강원도,동해시,45410,203.85,22621
9,2013,05,강원도,태백시,23523,195.26,21841
10,2013,05,강원도,삼척시,36287,195.77,22128
11,2013,05,강원도,인제군,16392,184.91,22050
12,2013,05,강원도,평창군,25628,172.15,20098
13,2013,05,강원도,원주시,146737,218.81,24839
14,2013,05,강원도,고성군,14951,185.41,21648
15,2013,05,강원도,강릉시,105442,211.6,24230
16,2013,05,강원도,양구군,10065,193.53,21868
17,2013,05,강원도,속초시,39020,217.61,23993
0,2013,05,충청북도,단양군,15974,184.44,21606
1,2013,05,충청북도,음성군,44596,194.63,21743
2,2013,05,충청북도,괴산군,19483,179.93,21091
3,2013,05,충청북도,청원군,73230,202.1,23015
4,2013,05,충청북도,옥천군,24427,197.04,22831
5,2013,05,충청북도,영동군,25797,187.68,21721
6,2013,05,충청북도,청주시 상당구,107876,210.73,24063
7,2013,05,충청북도,제천시,63952,209.11,23504
8,2013,05,충청북도,진천군,31966,198.04,22442
9,2013,05,충청북도,보은군,17307,180.26,20939
10,2013,05,충청북도,충주시,103213,197.2,22104
11,2013,05,충청북도,청주시 흥덕구,196749,209.33,23759
12,2013,05,충청북도,증평군,16930,193.31,21881
0,2013,05,충청남도,공주시,55495,195.44,22216
1,2013,05,충청남도,홍성군,45058,195.71,22372
2,2013,05,충청남도,태안군,30167,192.57,22696
3,2013,05,충청남도,아산시,121685,208.23,22992
4,2013,05,충청남도,예산군,40695,201.56,23499
5,2013,05,충청남도,보령시,49174,199.59,22666
6,2013,05,충청남도,천안시 동남구,116204,212.51,24360
7,2013,05,충청남도,연기군,13,4.77,1036
8,2013,05,충청남도,천안시 서북구,148863,211.17,23715
9,2013,05,충청남도,당진시,85078,194.75,22035
10,2013,05,충청남도,금산군,28255,181.25,20910
11,2013,05,충청남도,계룡시,15365,252.49,27663
12,2013,05,충청남도,부여군,34281,197.93,23352
13,2013,05,충청남도,서천군,29991,188.67,21874
14,2013,05,충청남도,서산시,79125,204.86,23160
15,2013,05,충청남도,논산시,60658,190.69,21584
16,2013,05,충청남도,청양군,16821,178.89,20303
0,2013,05,전라북도,장수군,11443,179.42,20681
1,2013,05,전라북도,순창군,14457,171.32,19144
2,2013,05,전라북도,전주시 덕진구,128747,220.38,25066
3,2013,05,전라북도,부안군,27357,196.1,23147
4,2013,05,전라북도,군산시,130376,214.97,24286
5,2013,05,전라북도,김제시,42311,196.69,24204
6,2013,05,전라북도,무주군,13279,175.86,20072
7,2013,05,전라북도,고창군,29575,185.44,21544
8,2013,05,전라북도,익산시,141399,209.62,23165
9,2013,05,전라북도,전주시 완산구,160596,226.8,25932
10,2013,05,전라북도,정읍시,55827,198.09,21811
11,2013,05,전라북도,남원시,42618,188.25,21306
12,2013,05,전라북도,임실군,14644,172.55,19575
13,2013,05,전라북도,진안군,12924,171.67,19886
14,2013,05,전라북도,완주군,39768,199.63,22338
0,2013,05,전라남도,구례군,14013,175.18,19583
1,2013,05,전라남도,해남군,36294,188.9,22170
2,2013,05,전라남도,여수시,130656,212.44,24139
3,2013,05,전라남도,강진군,20018,175.38,20041
4,2013,05,전라남도,장성군,21663,175.69,20065
5,2013,05,전라남도,완도군,26221,188.28,23131
6,2013,05,전라남도,함평군,17607,173.74,19752
7,2013,05,전라남도,나주시,42067,180.5,19884
8,2013,05,전라남도,영암군,31681,176.49,18967
9,2013,05,전라남도,진도군,17204,187.77,23132
10,2013,05,전라남도,곡성군,15783,177.35,21062
11,2013,05,전라남도,장흥군,21194,175.85,19903
12,2013,05,전라남도,신안군,21476,167.01,20556
13,2013,05,전라남도,목포시,107389,222.56,25167
14,2013,05,전라남도,순천시,121177,218.16,25245
15,2013,05,전라남도,담양군,20948,179.52,21435
16,2013,05,전라남도,고흥군,39129,179.73,20888
17,2013,05,전라남도,화순군,31352,189.63,20415
18,2013,05,전라남도,무안군,36205,196.73,22761
19,2013,05,전라남도,영광군,28141,185.26,21649
20,2013,05,전라남도,보성군,23866,173.6,19505
21,2013,05,전라남도,광양시,70711,196.92,21592
0,2013,05,경상북도,경주시,136539,188.38,21430
1,2013,05,경상북도,문경시,36961,188.92,21464
2,2013,05,경상북도,청송군,14775,167.07,18639
3,2013,05,경상북도,예천군,25094,170.74,18850
4,2013,05,경상북도,구미시,192789,200.63,21575
5,2013,05,경상북도,영주시,52833,196.29,21888
6,2013,05,경상북도,상주시,52741,181.6,20517
7,2013,05,경상북도,고령군,16512,178.32,19212
8,2013,05,경상북도,영천시,48720,180.08,19122
9,2013,05,경상북도,울진군,28887,187.84,22207
10,2013,05,경상북도,봉화군,18032,170.66,19233
11,2013,05,경상북도,안동시,81233,194.69,21137
12,2013,05,경상북도,의성군,31298,165.38,18315
13,2013,05,경상북도,울릉군,4480,180.01,22867
14,2013,05,경상북도,청도군,23082,164.91,18727
15,2013,05,경상북도,성주군,20572,164.89,18844
16,2013,05,경상북도,포항시 북구,122870,208.85,23281
17,2013,05,경상북도,김천시,60404,190.22,20588
18,2013,05,경상북도,경산시,136275,185.74,19040
19,2013,05,경상북도,군위군,12561,157.87,17438
20,2013,05,경상북도,영양군,10150,180.05,21364
21,2013,05,경상북도,영덕군,21373,175.63,20059
22,2013,05,경상북도,칠곡군,56404,192.18,20468
23,2013,05,경상북도,포항시 남구,122903,197.26,22204
0,2013,05,경상남도,하동군,25505,165.47,18832
1,2013,05,경상남도,합천군,27370,158.38,17934
2,2013,05,경상남도,창원시 마산합포구,84119,210.26,23911
3,2013,05,경상남도,사천시,56214,196.08,21657
4,2013,05,경상남도,함안군,33202,192.34,21515
5,2013,05,경상남도,남해군,26174,171.25,20176
6,2013,05,경상남도,거창군,31684,180.75,20138
7,2013,05,경상남도,창원시 의창구,115533,198.73,23118
8,2013,05,경상남도,통영시,66456,208.79,24716
9,2013,05,경상남도,창녕군,33855,175.36,19788
10,2013,05,경상남도,고성군,30440,180.83,20752
11,2013,05,경상남도,산청군,19313,159.41,17698
12,2013,05,경상남도,창원시 성산구,94092,235.98,25913
13,2013,05,경상남도,밀양시,54630,185.64,21027
14,2013,05,경상남도,의령군,16450,155.61,17224
15,2013,05,경상남도,양산시,118437,217.97,24204
16,2013,05,경상남도,창원시 진해구,81127,217.53,24906
17,2013,05,경상남도,김해시,210615,229.17,26009
18,2013,05,경상남도,거제시,105801,229.75,27617
19,2013,05,경상남도,진주시,156884,210.96,24128
20,2013,05,경상남도,함양군,22454,171.8,19370
21,2013,05,경상남도,창원시 마산회원구,94089,218.72,24306
0,2013,05,제주특별자치도,제주시,186503,200.87,22864
1,2013,05,제주특별자치도,서귀포시,63970,194.04,22282
0,2013,06,서울특별시,중구,61636,223.31,30615
1,2013,06,서울특별시,송파구,249402,247.36,33132
2,2013,06,서울특별시,양천구,177579,250.21,31648
3,2013,06,서울특별시,용산구,115460,242.73,37769
4,2013,06,서울특별시,은평구,201267,225.65,28253
5,2013,06,서울특별시,노원구,215243,248.12,27692
6,2013,06,서울특별시,강북구,143101,216.96,25708
7,2013,06,서울특별시,금천구,108273,205.62,23310
8,2013,06,서울특별시,성북구,199181,228.4,29497
9,2013,06,서울특별시,서대문구,139476,219.29,26853
10,2013,06,서울특별시,동작구,177681,213.06,26034
11,2013,06,서울특별시,강남구,238692,257.3,39306
12,2013,06,서울특별시,성동구,125661,238.88,28978
13,2013,06,서울특별시,동대문구,168789,211.13,25488
14,2013,06,서울특별시,도봉구,137468,243.36,29158
15,2013,06,서울특별시,마포구,172253,218.33,27306
16,2013,06,서울특별시,강서구,228937,223.99,27310
17,2013,06,서울특별시,관악구,260297,192.72,21632
18,2013,06,서울특별시,종로구,80182,207.85,29605
19,2013,06,서울특별시,구로구,178995,226.75,26870
20,2013,06,서울특별시,강동구,184853,232.61,28872
21,2013,06,서울특별시,중랑구,171907,220.81,26489
22,2013,06,서울특별시,영등포구,176883,218.44,27069
23,2013,06,서울특별시,광진구,167267,210.62,27016
24,2013,06,서울특별시,서초구,167241,270.74,43257
0,2013,06,부산광역시,중구,26932,167.14,18834
1,2013,06,부산광역시,서구,58597,186.94,21349
2,2013,06,부산광역시,수영구,79595,219.92,25883
3,2013,06,부산광역시,부산진구,179928,216.35,24334
4,2013,06,부산광역시,금정구,115939,212.9,25172
5,2013,06,부산광역시,사상구,102915,221.62,23935
6,2013,06,부산광역시,동래구,113457,233.02,28396
7,2013,06,부산광역시,사하구,146143,221.04,24666
8,2013,06,부산광역시,동구,47892,188.29,21221
9,2013,06,부산광역시,강서구,29496,218.66,26886
10,2013,06,부산광역시,기장군,37203,206.51,23700
11,2013,06,부산광역시,영도구,62191,210.55,23544
12,2013,06,부산광역시,남구,132251,223.2,26280
13,2013,06,부산광역시,북구,120244,246.59,27390
14,2013,06,부산광역시,해운대구,175593,256.77,32947
15,2013,06,부산광역시,연제구,89511,230.3,26924
0,2013,06,대구광역시,동구,150035,211.24,23300
1,2013,06,대구광역시,수성구,183163,245.07,30356
2,2013,06,대구광역시,중구,42846,174.17,20540
3,2013,06,대구광역시,달서구,250398,227.91,25682
4,2013,06,대구광역시,북구,185060,225.81,24731
5,2013,06,대구광역시,달성군,64692,222.21,23991
6,2013,06,대구광역시,남구,88967,181.24,19872
7,2013,06,대구광역시,서구,101456,189.53,20539
0,2013,06,인천광역시,남동구,97845,283.28,34498
1,2013,06,인천광역시,중구,24100,244.69,25189
2,2013,06,인천광역시,계양구,51382,287.69,33185
3,2013,06,인천광역시,부평구,87553,289.75,33964
4,2013,06,인천광역시,옹진군,4063,158.99,19205
5,2013,06,인천광역시,남구,37606,309.15,37637
6,2013,06,인천광역시,서구,91157,300.11,36991
7,2013,06,인천광역시,강화군,1509,315.03,36030
8,2013,06,인천광역시,동구,11569,303.33,34129
9,2013,06,인천광역시,연수구,73876,278.2,35290
0,2013,06,광주광역시,남구,92815,233.33,27303
1,2013,06,광주광역시,동구,55171,185.68,21449
2,2013,06,광주광역시,북구,200860,219.22,24413
3,2013,06,광주광역시,서구,137357,231.39,26485
4,2013,06,광주광역시,광산구,158509,231.91,25567
0,2013,06,대전광역시,유성구,138152,218.38,25260
1,2013,06,대전광역시,서구,218678,216.17,23331
2,2013,06,대전광역시,대덕구,91333,209.22,22514
3,2013,06,대전광역시,중구,115298,217.26,24590
4,2013,06,대전광역시,동구,125815,197.79,21004
0,2013,06,울산광역시,동구,72286,233.16,26945
1,2013,06,울산광역시,북구,68925,255.55,29162
2,2013,06,울산광역시,중구,97357,225.56,26814
3,2013,06,울산광역시,울주군,93968,209.76,23466
4,2013,06,울산광역시,남구,150807,227.73,26632
0,2013,06,경기도,포천시,65794,210.29,24594
1,2013,06,경기도,양평군,46994,201.14,25362
2,2013,06,경기도,부천시 원미구,82016,288.97,36793
3,2013,06,경기도,성남시 수정구,106391,194.7,22363
4,2013,06,경기도,안양시 동안구,128246,241.35,29514
5,2013,06,경기도,군포시,105351,231.76,27320
6,2013,06,경기도,화성시,208599,233.45,28369
7,2013,06,경기도,안산시 단원구,151423,209.19,23672
8,2013,06,경기도,부천시 소사구,29849,314.82,37661
9,2013,06,경기도,고양시 일산동구,109912,262.83,34985
10,2013,06,경기도,고양시 일산서구,104626,254.18,31799
11,2013,06,경기도,광명시,126048,242.18,27989
12,2013,06,경기도,과천시,24067,242.97,29657
13,2013,06,경기도,남양주시,216952,258.97,32036
14,2013,06,경기도,양주시,66560,247.0,28571
15,2013,06,경기도,파주시,154791,240.54,29375
16,2013,06,경기도,안성시,85472,207.43,23064
17,2013,06,경기도,수원시 권선구,137949,227.08,26628
18,2013,06,경기도,용인시 기흥구,139858,259.25,33594
19,2013,06,경기도,하남시,51681,254.41,31246
20,2013,06,경기도,이천시,82890,222.97,26172
21,2013,06,경기도,성남시 분당구,179571,262.77,36419
22,2013,06,경기도,구리시,69445,246.94,29701
23,2013,06,경기도,용인시 처인구,89011,211.89,25797
24,2013,06,경기도,용인시 수지구,113575,280.51,38678
25,2013,06,경기도,동두천시,43156,228.79,26053
26,2013,06,경기도,의왕시,58100,245.43,29444
27,2013,06,경기도,시흥시,74281,300.37,33640
28,2013,06,경기도,연천군,20641,193.59,22899
29,2013,06,경기도,김포시,76859,292.25,36036
30,2013,06,경기도,성남시 중원구,105734,213.94,24988
31,2013,06,경기도,수원시 장안구,120427,223.63,26146
32,2013,06,경기도,평택시,204101,209.85,24249
33,2013,06,경기도,여주시,48156,210.61,24720
34,2013,06,경기도,광주시,116691,229.82,29253
35,2013,06,경기도,수원시 영통구,118523,230.54,27398
36,2013,06,경기도,안양시 만안구,99822,228.74,26933
37,2013,06,경기도,고양시 덕양구,145064,236.99,28171
38,2013,06,경기도,의정부시,165989,242.29,28167
39,2013,06,경기도,안산시 상록구,167714,207.37,24040
40,2013,06,경기도,오산시,88039,222.56,25127
41,2013,06,경기도,가평군,29518,188.01,23032
42,2013,06,경기도,부천시 오정구,8093,327.0,39439
43,2013,06,경기도,수원시 팔달구,98698,204.27,24085
0,2013,06,강원도,삼척시,36363,192.55,21424
1,2013,06,강원도,홍천군,34874,191.2,21831
2,2013,06,강원도,원주시,146759,215.19,24086
3,2013,06,강원도,강릉시,105370,205.4,22849
4,2013,06,강원도,태백시,23514,190.52,20801
5,2013,06,강원도,횡성군,22249,186.79,21298
6,2013,06,강원도,평창군,25703,170.47,19554
7,2013,06,강원도,철원군,21101,199.34,24186
8,2013,06,강원도,정선군,20439,181.35,20529
9,2013,06,강원도,양구군,10075,191.66,21687
10,2013,06,강원도,인제군,16393,177.25,20595
11,2013,06,강원도,양양군,16145,170.28,19389
12,2013,06,강원도,동해시,44927,202.12,21867
13,2013,06,강원도,영월군,20218,185.39,20987
14,2013,06,강원도,춘천시,129910,212.6,24036
15,2013,06,강원도,화천군,11106,185.41,21252
16,2013,06,강원도,고성군,14939,184.16,21102
17,2013,06,강원도,속초시,39024,211.33,22741
0,2013,06,충청북도,옥천군,24421,190.11,21282
1,2013,06,충청북도,음성군,44694,192.65,21271
2,2013,06,충청북도,영동군,25774,181.54,20310
3,2013,06,충청북도,진천군,31959,194.89,21530
4,2013,06,충청북도,보은군,17310,175.97,19903
5,2013,06,충청북도,괴산군,19504,178.61,20724
6,2013,06,충청북도,증평군,16992,191.09,21223
7,2013,06,충청북도,제천시,63968,205.75,22985
8,2013,06,충청북도,단양군,15958,178.65,20294
9,2013,06,충청북도,청주시 상당구,108567,209.17,23486
10,2013,06,충청북도,충주시,103197,198.06,22091
11,2013,06,충청북도,청원군,73299,201.51,22742
12,2013,06,충청북도,청주시 흥덕구,196774,212.84,24468
0,2013,06,충청남도,공주시,55457,194.66,21683
1,2013,06,충청남도,천안시 동남구,116301,211.33,23927
2,2013,06,충청남도,논산시,60616,186.91,20514
3,2013,06,충청남도,당진시,85205,195.58,21938
4,2013,06,충청남도,아산시,122057,208.07,22880
5,2013,06,충청남도,금산군,28291,178.07,19907
6,2013,06,충청남도,계룡시,15388,252.38,27979
7,2013,06,충청남도,서산시,79984,203.78,22859
8,2013,06,충청남도,천안시 서북구,149389,211.18,23560
9,2013,06,충청남도,태안군,30140,192.06,22211
10,2013,06,충청남도,보령시,49596,198.22,22347
11,2013,06,충청남도,청양군,16804,174.9,19285
12,2013,06,충청남도,홍성군,45048,192.59,21578
13,2013,06,충청남도,연기군,13,11.77,1443
14,2013,06,충청남도,부여군,34270,192.32,21887
15,2013,06,충청남도,서천군,29946,187.68,21442
16,2013,06,충청남도,예산군,40722,197.51,22523
0,2013,06,전라북도,군산시,130504,211.96,23459
1,2013,06,전라북도,완주군,39765,199.03,22046
2,2013,06,전라북도,진안군,12923,167.86,18844
3,2013,06,전라북도,무주군,13273,172.41,19243
4,2013,06,전라북도,김제시,42250,194.65,22691
5,2013,06,전라북도,고창군,29524,183.29,20899
6,2013,06,전라북도,장수군,11437,176.46,19860
7,2013,06,전라북도,임실군,14638,169.05,18561
8,2013,06,전라북도,남원시,42650,182.5,19960
9,2013,06,전라북도,순창군,14449,170.18,18709
10,2013,06,전라북도,전주시 덕진구,128562,220.33,24978
11,2013,06,전라북도,부안군,27338,193.32,22288
12,2013,06,전라북도,전주시 완산구,160711,226.97,25946
13,2013,06,전라북도,익산시,141234,207.79,22646
14,2013,06,전라북도,정읍시,55736,195.8,21249
0,2013,06,전라남도,목포시,107712,217.51,24097
1,2013,06,전라남도,여수시,130773,212.39,24539
2,2013,06,전라남도,고흥군,39119,177.13,20180
3,2013,06,전라남도,진도군,17196,176.64,20593
4,2013,06,전라남도,나주시,42065,177.68,19138
5,2013,06,전라남도,곡성군,15832,169.98,18818
6,2013,06,전라남도,신안군,21422,165.65,21947
7,2013,06,전라남도,담양군,20862,177.4,20599
8,2013,06,전라남도,화순군,31362,188.46,20034
9,2013,06,전라남도,무안군,36421,197.54,22645
10,2013,06,전라남도,장흥군,21184,172.32,18977
11,2013,06,전라남도,영암군,31658,169.62,17380
12,2013,06,전라남도,완도군,26208,186.49,22755
13,2013,06,전라남도,순천시,121372,218.77,24726
14,2013,06,전라남도,광양시,70682,197.55,21498
15,2013,06,전라남도,구례군,14018,171.54,18686
16,2013,06,전라남도,보성군,23715,173.18,19017
17,2013,06,전라남도,해남군,36340,184.66,20980
18,2013,06,전라남도,함평군,17576,171.4,19083
19,2013,06,전라남도,장성군,21657,172.35,19062
20,2013,06,전라남도,영광군,28161,181.18,20461
21,2013,06,전라남도,강진군,19957,172.44,19126
0,2013,06,경상북도,영천시,48781,177.58,18478
1,2013,06,경상북도,상주시,52733,172.27,18501
2,2013,06,경상북도,청도군,23099,160.48,17431
3,2013,06,경상북도,예천군,25094,167.78,18202
4,2013,06,경상북도,울릉군,4467,168.96,20194
5,2013,06,경상북도,봉화군,18075,167.39,18411
6,2013,06,경상북도,문경시,36919,184.71,20375
7,2013,06,경상북도,구미시,193093,203.37,21918
8,2013,06,경상북도,경산시,136348,185.99,18970
9,2013,06,경상북도,영덕군,21424,171.42,19123
10,2013,06,경상북도,영주시,52827,190.66,20758
11,2013,06,경상북도,고령군,16523,175.14,18404
12,2013,06,경상북도,포항시 북구,122812,210.42,23492
13,2013,06,경상북도,경주시,136542,185.2,20647
14,2013,06,경상북도,영양군,10140,176.59,20278
15,2013,06,경상북도,칠곡군,56435,193.72,20555
16,2013,06,경상북도,울진군,28919,183.83,21223
17,2013,06,경상북도,포항시 남구,122842,196.39,21943
18,2013,06,경상북도,김천시,60537,188.03,20041
19,2013,06,경상북도,안동시,81377,189.94,20156
20,2013,06,경상북도,성주군,20714,161.14,17893
21,2013,06,경상북도,군위군,12597,155.98,16804
22,2013,06,경상북도,의성군,31297,161.25,17344
23,2013,06,경상북도,청송군,14792,163.61,17792
0,2013,06,경상남도,진주시,157017,208.56,23557
1,2013,06,경상남도,김해시,213047,227.59,25726
2,2013,06,경상남도,고성군,30440,177.36,20110
3,2013,06,경상남도,밀양시,54639,183.62,20497
4,2013,06,경상남도,의령군,16475,152.56,16838
5,2013,06,경상남도,하동군,25476,162.19,17838
6,2013,06,경상남도,산청군,19358,155.97,16854
7,2013,06,경상남도,창원시 마산회원구,93850,217.83,24052
8,2013,06,경상남도,창원시 성산구,94130,244.65,27534
9,2013,06,경상남도,통영시,66456,202.85,23344
10,2013,06,경상남도,창녕군,33886,168.91,18363
11,2013,06,경상남도,합천군,27393,152.56,16446
12,2013,06,경상남도,거제시,106044,226.86,26839
13,2013,06,경상남도,함안군,33208,191.31,21231
14,2013,06,경상남도,남해군,26156,167.03,19042
15,2013,06,경상남도,창원시 마산합포구,83836,207.88,23794
16,2013,06,경상남도,양산시,119866,213.68,23443
17,2013,06,경상남도,창원시 의창구,115684,199.13,23075
18,2013,06,경상남도,창원시 진해구,81219,217.87,24907
19,2013,06,경상남도,사천시,56206,194.02,21033
20,2013,06,경상남도,함양군,22505,166.68,18122
21,2013,06,경상남도,거창군,31740,175.9,18975
0,2013,06,제주특별자치도,제주시,186541,197.68,22105
1,2013,06,제주특별자치도,서귀포시,63986,193.18,22170
0,2013,07,서울특별시,종로구,80175,225.64,35297
1,2013,07,서울특별시,성동구,125668,254.22,33047
2,2013,07,서울특별시,성북구,199065,239.67,32452
3,2013,07,서울특별시,영등포구,177040,234.6,31844
4,2013,07,서울특별시,동작구,177744,225.45,29030
5,2013,07,서울특별시,마포구,172488,235.74,31959
6,2013,07,서울특별시,관악구,260359,203.06,23683
7,2013,07,서울특별시,노원구,215421,259.08,30023
8,2013,07,서울특별시,용산구,115702,266.17,46965
9,2013,07,서울특별시,구로구,179192,239.41,30019
10,2013,07,서울특별시,강동구,184950,248.62,32841
11,2013,07,서울특별시,서초구,167582,302.64,55417
12,2013,07,서울특별시,강북구,143132,226.58,28125
13,2013,07,서울특별시,도봉구,137442,255.31,31843
14,2013,07,서울특별시,서대문구,139668,232.5,30080
15,2013,07,서울특별시,강남구,240068,288.91,50997
16,2013,07,서울특별시,중랑구,172366,232.29,29407
17,2013,07,서울특별시,은평구,201298,235.41,30801
18,2013,07,서울특별시,송파구,249534,264.13,38283
19,2013,07,서울특별시,금천구,108551,215.22,25509
20,2013,07,서울특별시,중구,61690,239.53,36270
